CHAMARTIN,504,HISPANOAMERICA,5059,59,19,3,1,0,1,2022-12-20T11:03:24.813+01:00,2022-12-01T00:00:00.000+01:00,2022-12-01T00:00:00.000+01:00
CHAMARTIN,504,HISPANOAMERICA,5059,59,22,2,0,0,1,2022-12-20T11:03:24.813+01:00,2022-12-01T00:00:00.000+01:00,2022-12-01T00:00:00.000+01:00
CHAMARTIN,504,HISPANOAMERICA,5059,59,29,5,4,0,2,2022-12-20T11:03:24.813+01:00,2022-12-01T00:00:00.000+01:00,2022-12-01T00:00:00.000+01:00
CHAMARTIN,504,HISPANOAMERICA,5059,59,30,5,7,1,0,2022-12-20T11:03:24.813+01:00,2022-12-01T00:00:00.000+01:00,2022-12-01T00:00:00.000+01:00
CHAMARTIN,504,HISPANOAMERICA,5059,59,34,2,6,1,0,2022-12-20T11:03:24.813+01:00,2022-12-01T00:00:00.000+01:00,2022-12-01T00:00:00.000+01:00
CHAMARTIN,504,HISPANOAMERICA,5059,59,38,8,5,0,0,2022-12-20T11:03:24.813+01:00,2022-12-01T00:00:00.000+01:00,2022-12-01T00:00:00.000+01:00
CHAMARTIN,504,HISPANOAMERICA,5059,59,43,8,7,0,1,2022-12-20T11:03:24.813+01:00,2022-12-01T00:00:00.000+01:00,2022-12-01T00:00:00.000+01:00
CHAMARTIN,504,HISPANOAMERICA,5059,59,46,4,7,0,2,2022-12-20T11:03:24.813+01:00,2022-12-01T00:00:00.000+01:00,2022-12-01T00:00:00.000+01:00
CHAMARTIN,504,HISPANOAMERICA,5059,59,47,4,6,0,0,2022-12-20T11:03:24.813+01:00,2022-12-01T00:00:00.000+01:00,2022-12-01T00:00:00.000+01:00
CHAMARTIN,504,HISPANOAMERICA,5059,59,54,1,3,0,1,2022-12-20T11:03:24.813+01:00,2022-12-01T00:00:00.000+01:00,2022-12-01T00:00:00.000+01:00
CHAMARTIN,504,HISPANOAMERICA,5059,59,61,4,8,0,0,2022-12-20T11:03:24.813+01:00,2022-12-01T00:00:00.000+01:00,2022-12-01T00:00:00.000+01:00
CHAMARTIN,504,HISPANOAMERICA,5059,59,62,4,1,0,0,2022-12-20T11:03:24.813+01:00,2022-12-01T00:00:00.000+01:00,2022-12-01T00:00:00.000+01:00
CHAMARTIN,504,HISPANOAMERICA,5059,59,63,3,2,0,1,2022-12-20T11:03:24.813+01:00,2022-12-01T00:00:00.000+01:00,2022-12-01T00:00:00.000+01:00
CHAMARTIN,504,HISPANOAMERICA,5059,59,64,4,4,1,1,2022-12-20T11:03:24.813+01:00,2022-12-01T00:00:00.000+01:00,2022-12-01T00:00:00.000+01:00
CHAMARTIN,504,HISPANOAMERICA,5059,59,72,1,3,0,0,2022-12-20T11:03:24.813+01:00,2022-12-01T00:00:00.000+01:00,2022-12-01T00:00:00.000+01:00
CHAMARTIN,504,HISPANOAMERICA,5060,60,1,3,7,0,0,2022-12-20T11:03:24.813+01:00,2022-12-01T00:00:00.000+01:00,2022-12-01T00:00:00.000+01:00
CHAMARTIN,504,HISPANOAMERICA,5060,60,2,9,8,0,1,2022-12-20T11:03:24.813+01:00,2022-12-01T00:00:00.000+01:00,2022-12-01T00:00:00.000+01:00
CHAMARTIN,504,HISPANOAMERICA,5060,60,7,6,5,0,0,2022-12-20T11:03:24.813+01:00,2022-12-01T00:00:00.000+01:00,2022-12-01T00:00:00.000+01:00
CHAMARTIN,504,HISPANOAMERICA,5060,60,8,6,5,2,1,2022-12-20T11:03:24.813+01:00,2022-12-01T00:00:00.000+01:00,2022-12-01T00:00:00.000+01:00
CHAMARTIN,504,HISPANOAMERICA,5060,60,13,3,5,0,0,2022-12-20T11:03:24.813+01:00,2022-12-01T00:00:00.000+01:00,2022-12-01T00:00:00.000+01:00
CHAMARTIN,504,HISPANOAMERICA,5060,60,15,2,4,0,0,2022-12-20T11:03:24.813+01:00,2022-12-01T00:00:00.000+01:00,2022-12-01T00:00:00.000+01:00
CHAMARTIN,504,HISPANOAMERICA,5060,60,16,1,4,0,0,2022-12-20T11:03:24.813+01:00,2022-12-01T00:00:00.000+01:00,2022-12-01T00:00:00.000+01:00
CHAMARTIN,504,HISPANOAMERICA,5060,60,19,1,2,0,1,2022-12-20T11:03:24.813+01:00,2022-12-01T00:00:00.000+01:00,2022-12-01T00:00:00.000+01:00
CHAMARTIN,504,HISPANOAMERICA,5060,60,24,2,8,1,2,2022-12-20T11:03:24.813+01:00,2022-12-01T00:00:00.000+01:00,2022-12-01T00:00:00.000+01:00
CHAMARTIN,504,HISPANOAMERICA,5060,60,26,4,4,3,3,2022-12-20T11:03:24.813+01:00,2022-12-01T00:00:00.000+01:00,2022-12-01T00:00:00.000+01:00
CHAMARTIN,504,HISPANOAMERICA,5060,60,28,5,4,2,1,2022-12-20T11:03:24.813+01:00,2022-12-01T00:00:00.000+01:00,2022-12-01T00:00:00.000+01:00
CHAMARTIN,504,HISPANOAMERICA,5060,60,34,11,6,0,3,2022-12-20T11:03:24.813+01:00,2022-12-01T00:00:00.000+01:00,2022-12-01T00:00:00.000+01:00
CHAMARTIN,504,HISPANOAMERICA,5060,60,36,10,19,3,1,2022-12-20T11:03:24.813+01:00,2022-12-01T00:00:00.000+01:00,2022-12-01T00:00:00.000+01:00
CHAMARTIN,504,HISPANOAMERICA,5060,60,37,12,7,1,3,2022-12-20T11:03:24.813+01:00,2022-12-01T00:00:00.000+01:00,2022-12-01T00:00:00.000+01:00
CHAMARTIN,504,HISPANOAMERICA,5060,60,44,10,8,1,3,2022-12-20T11:03:24.813+01:00,2022-12-01T00:00:00.000+01:00,2022-12-01T00:00:00.000+01:00
CHAMARTIN,504,HISPANOAMERICA,5060,60,48,7,13,0,0,2022-12-20T11:03:24.813+01:00,2022-12-01T00:00:00.000+01:00,2022-12-01T00:00:00.000+01:00
CHAMARTIN,504,HISPANOAMERICA,5060,60,50,5,8,0,1,2022-12-20T11:03:24.813+01:00,2022-12-01T00:00:00.000+01:00,2022-12-01T00:00:00.000+01:00
CHAMARTIN,504,HISPANOAMERICA,5060,60,56,9,4,1,0,2022-12-20T11:03:24.813+01:00,2022-12-01T00:00:00.000+01:00,2022-12-01T00:00:00.000+01:00
CHAMARTIN,504,HISPANOAMERICA,5060,60,57,6,12,0,0,2022-12-20T11:03:24.813+01:00,2022-12-01T00:00:00.000+01:00,2022-12-01T00:00:00.000+01:00
CHAMARTIN,504,HISPANOAMERICA,5060,60,59,1,18,0,2,2022-12-20T11:03:24.813+01:00,2022-12-01T00:00:00.000+01:00,2022-12-01T00:00:00.000+01:00
CHAMARTIN,504,HISPANOAMERICA,5060,60,62,6,5,1,0,2022-12-20T11:03:24.813+01:00,2022-12-01T00:00:00.000+01:00,2022-12-01T00:00:00.000+01:00
CHAMARTIN,504,HISPANOAMERICA,5060,60,64,3,13,1,1,2022-12-20T11:03:24.813+01:00,2022-12-01T00:00:00.000+01:00,2022-12-01T00:00:00.000+01:00
CHAMARTIN,504,HISPANOAMERICA,5060,60,65,8,9,1,0,2022-12-20T11:03:24.813+01:00,2022-12-01T00:00:00.000+01:00,2022-12-01T00:00:00.000+01:00
CHAMARTIN,504,HISPANOAMERICA,5060,60,67,5,10,0,1,2022-12-20T11:03:24.813+01:00,2022-12-01T00:00:00.000+01:00,2022-12-01T00:00:00.000+01:00
CHAMARTIN,504,HISPANOAMERICA,5060,60,68,6,8,1,2,2022-12-20T11:03:24.813+01:00,2022-12-01T00:00:00.000+01:00,2022-12-01T00:00:00.000+01:00
CHAMARTIN,504,HISPANOAMERICA,5060,60,70,5,9,0,0,2022-12-20T11:03:24.813+01:00,2022-12-01T00:00:00.000+01:00,2022-12-01T00:00:00.000+01:00
CHAMARTIN,504,HISPANOAMERICA,5060,60,73,9,9,0,0,2022-12-20T11:03:24.813+01:00,2022-12-01T00:00:00.000+01:00,2022-12-01T00:00:00.000+01:00
CHAMARTIN,504,HISPANOAMERICA,5060,60,81,1,12,0,0,2022-12-20T11:03:24.813+01:00,2022-12-01T00:00:00.000+01:00,2022-12-01T00:00:00.000+01:00
CHAMARTIN,504,HISPANOAMERICA,5060,60,86,5,3,0,0,2022-12-20T11:03:24.813+01:00,2022-12-01T00:00:00.000+01:00,2022-12-01T00:00:00.000+01:00
CHAMARTIN,504,HISPANOAMERICA,5060,60,88,1,8,0,0,2022-12-20T11:03:24.813+01:00,2022-12-01T00:00:00.000+01:00,2022-12-01T00:00:00.000+01:00
CHAMARTIN,504,HISPANOAMERICA,5060,60,90,0,2,0,0,2022-12-20T11:03:24.813+01:00,2022-12-01T00:00:00.000+01:00,2022-12-01T00:00:00.000+01:00
CHAMARTIN,504,HISPANOAMERICA,5060,60,91,3,3,0,0,2022-12-20T11:03:24.813+01:00,2022-12-01T00:00:00.000+01:00,2022-12-01T00:00:00.000+01:00
CHAMARTIN,504,HISPANOAMERICA,5061,61,8,12,8,0,0,2022-12-20T11:03:24.813+01:00,2022-12-01T00:00:00.000+01:00,2022-12-01T00:00:00.000+01:00
CHAMARTIN,504,HISPANOAMERICA,5061,61,13,9,9,0,0,2022-12-20T11:03:24.813+01:00,2022-12-01T00:00:00.000+01:00,2022-12-01T00:00:00.000+01:00
CHAMARTIN,504,HISPANOAMERICA,5061,61,16,11,11,2,0,2022-12-20T11:03:24.813+01:00,2022-12-01T00:00:00.000+01:00,2022-12-01T00:00:00.000+01:00
CHAMARTIN,504,HISPANOAMERICA,5061,61,22,8,9,0,1,2022-12-20T11:03:24.813+01:00,2022-12-01T00:00:00.000+01:00,2022-12-01T00:00:00.000+01:00
CHAMARTIN,504,HISPANOAMERICA,5061,61,24,13,5,1,2,2022-12-20T11:03:24.813+01:00,2022-12-01T00:00:00.000+01:00,2022-12-01T00:00:00.000+01:00
CHAMARTIN,504,HISPANOAMERICA,5061,61,25,2,10,3,0,2022-12-20T11:03:24.813+01:00,2022-12-01T00:00:00.000+01:00,2022-12-01T00:00:00.000+01:00
CHAMARTIN,504,HISPANOAMERICA,5061,61,26,5,10,0,0,2022-12-20T11:03:24.813+01:00,2022-12-01T00:00:00.000+01:00,2022-12-01T00:00:00.000+01:00
CHAMARTIN,504,HISPANOAMERICA,5061,61,31,10,10,3,4,2022-12-20T11:03:24.813+01:00,2022-12-01T00:00:00.000+01:00,2022-12-01T00:00:00.000+01:00
CHAMARTIN,504,HISPANOAMERICA,5061,61,33,11,10,0,2,2022-12-20T11:03:24.813+01:00,2022-12-01T00:00:00.000+01:00,2022-12-01T00:00:00.000+01:00
CHAMARTIN,504,HISPANOAMERICA,5061,61,36,8,12,2,6,2022-12-20T11:03:24.813+01:00,2022-12-01T00:00:00.000+01:00,2022-12-01T00:00:00.000+01:00
CHAMARTIN,504,HISPANOAMERICA,5061,61,37,11,5,1,1,2022-12-20T11:03:24.813+01:00,2022-12-01T00:00:00.000+01:00,2022-12-01T00:00:00.000+01:00
CHAMARTIN,504,HISPANOAMERICA,5061,61,41,7,14,3,0,2022-12-20T11:03:24.813+01:00,2022-12-01T00:00:00.000+01:00,2022-12-01T00:00:00.000+01:00
CHAMARTIN,504,HISPANOAMERICA,5061,61,51,13,20,3,3,2022-12-20T11:03:24.813+01:00,2022-12-01T00:00:00.000+01:00,2022-12-01T00:00:00.000+01:00
CHAMARTIN,504,HISPANOAMERICA,5061,61,59,4,8,0,1,2022-12-20T11:03:24.813+01:00,2022-12-01T00:00:00.000+01:00,2022-12-01T00:00:00.000+01:00
CHAMARTIN,504,HISPANOAMERICA,5061,61,63,11,16,0,1,2022-12-20T11:03:24.813+01:00,2022-12-01T00:00:00.000+01:00,2022-12-01T00:00:00.000+01:00
CHAMARTIN,504,HISPANOAMERICA,5061,61,73,8,18,0,2,2022-12-20T11:03:24.813+01:00,2022-12-01T00:00:00.000+01:00,2022-12-01T00:00:00.000+01:00
